comment,channel_name,date,like_count,dislike_count
"3:28:24 😉✨
Kira² ONIC 💛 Siap BELA
Dukung TIMNAS 🇮🇩 BUMI GARUDA ?

2:10:56 😊🔥
Bigetron ALPHA Saling Absolut
Dukungan Semangat Bigetron ERA 🇮🇩

4:59:04 ⚔️🔥
6 Tim Bertarung Selama 3 Hari

PLAYOFFS Knock Out WSL New Season 7

28 - 30 Juli 2023
Liga Game Esports Arena

5:17:45 👊🔥
Eka Gustiwana X Junno - WE OWN THIS",@sandiprayoga2082,2023-07-27 16:38:33+00:00,4,0
"KurNg d jungler si AE,rekt udh oke bgt",@RizkyRiantiarno,2023-07-27 16:33:39+00:00,1,0
kelas albert gua🎉,@harispujangga7523,2023-07-27 16:30:20+00:00,1,0
AE ngak ngaruh ada rekt mlh makin jelek main nya AE,@farelaja132,2023-07-27 16:22:37+00:00,0,0
AE -1 di jungler celiboy jungler karatan main hanya untuk cari kill.,@Iqbal01583,2023-07-27 16:07:08+00:00,0,0
Rekt mekanik ampas skill lawas 😂😂😂,@Sukuna-t2r,2023-07-27 15:44:48+00:00,1,0
Anjay maniac,@KIKIFarel-f1b,2023-07-27 15:39:46+00:00,0,0
Moga rasy yang main lagi,@LaylaAspirant1997,2023-07-27 15:39:29+00:00,0,0
JADI KE INGET WANWAN ALBERT WAKTU LAWAN AE DULU 🔥🔥🔥 TAPI KALI INI DEF ALBERT PAKE CLAUDE 🔥🔥🔥,@spellonpoint,2023-07-27 15:36:10+00:00,3,0
maniac kairi,@kasyidar,2023-07-27 15:08:46+00:00,0,0
Ngomong apa malah Spongebob di masukin gajelas renger kotok 🤮,@BlaZ9,2023-07-27 14:58:08+00:00,0,0
Udil gak tau copy ulti aduu,@danialismail3246,2023-07-27 14:55:53+00:00,0,0
Calon local king kah onic,@davidmryyonatan9463,2023-07-27 14:52:31+00:00,0,0
rekt bawa kesialan,@eksoneeewel,2023-07-27 14:52:12+00:00,0,0
BTR semoga konsisten sampai juara❤,@jonatanhutabarat2004,2023-07-27 14:49:59+00:00,7,0
REKETEKKKK,@danuhartanto7406,2023-07-27 14:49:42+00:00,1,0
Udilnya bab,@danialismail3246,2023-07-27 14:48:02+00:00,0,0
albert gausa tas tas lah,@ClipRandooom,2023-07-27 14:47:11+00:00,0,0
Rekt lawak atau draft lucu dri AE,@angelachmad6087,2023-07-27 14:45:07+00:00,1,0
"Lebih lawak lagi ranger emas di menit 18 :17 
Habis napas saat ngomong trauma😂😂😂😂",@HasiholanTinambunan,2023-07-27 14:42:39+00:00,4,0
Senang onic menang walau pun ga bisa nonton karna lgi bantu kebakaraan tadi,@riduanmuhammad6031,2023-07-27 14:32:23+00:00,4,0
Live jago deh tp klo di turnamn ....😥,@seftyriyani6932,2023-07-27 14:26:34+00:00,0,0
Onic si taik banget cuk ....,@kevindalvin6247,2023-07-27 14:25:46+00:00,0,0
Lawak Nino nya. Mukil x di match 2. Padahal bisa di end tuh,@hotmanparasian9509,2023-07-27 14:24:02+00:00,1,0
"""Rekt sampah, Kairi sampah, Nino sampah, Albert sampah, Sanz sampah, Host sampah""
Kata kata dari fans Online yang aslinya dia nya sampah. Berisik banget, udah kaya bapak bapak nonton piala dunia, sok merasa lebih hebat daripada messi. Padahal mah di Epic aja marah marah kaya orang gblk wkwkw. BADUT BADUT",@NextPlay-xr2mc,2023-07-27 14:20:56+00:00,1,0
5:10:23,@jigasausui3246,2023-07-27 14:20:22+00:00,2,0
Sok kali albert,@helginovembri2107,2023-07-27 14:17:52+00:00,3,0
Rekt udah benar colibot pasifnya no cd,@MeLLskie,2023-07-27 14:14:40+00:00,2,0
Ta tapikan reketek punya emwang😮😮untung erbeel ga ngambil reketek,@sokebediputra1315,2023-07-27 14:13:56+00:00,6,0
Hostnya spek bocah tk,@Dyyxn,2023-07-27 14:13:53+00:00,2,0
fans onic mana suaranya,@hafizhsyahrizky1978,2023-07-27 14:12:41+00:00,3,0
parah si nino.. maen kaya public.. pdhal bisa d end td.. pada pngen kill..,@RahimKio,2023-07-27 14:12:07+00:00,2,0
Di Medan kk,@nurulaini3364,2023-07-27 14:07:19+00:00,0,0
Rekt g guna,@KukurAja-tm3di,2023-07-27 14:03:17+00:00,4,0
Ae terlalu egois anjg,@harisdriver9456,2023-07-27 14:03:06+00:00,0,0
"Host : ""kairi belum ngomong dari tadi""
 
Kairi kan dicuekin sama host 😊",@yakinbisa6592,2023-07-27 14:02:50+00:00,13,0
Tim yg diunggulkan kn bubuk,@KukurAja-tm3di,2023-07-27 14:02:26+00:00,0,0
4:47:15 S6,@hasanmu982,2023-07-27 14:02:03+00:00,1,0
AE tolol lawak bisa End malah mukil gblokk,@christokarim6427,2023-07-27 14:00:56+00:00,0,0
Rekt rekt,@hehenotbad687,2023-07-27 14:00:53+00:00,0,0
tatoan doang maennya hero ciwi ciwi 😂,@dardardardardar,2023-07-27 14:00:04+00:00,8,0
Tambah simesin tua rekt udah harus out sii lu udah tua,@EemPareedah,2023-07-27 13:58:45+00:00,3,0
Ae kurang kuat bagian expnya,@EemPareedah,2023-07-27 13:58:09+00:00,3,0
rekt idiot bet cok maenya wkwkwk,@dasarwibu5716,2023-07-27 13:56:36+00:00,0,0
REKT OUT REKT OUT REKT OUT REKT OUT REKT OUT REKT OUT REKT OUT REKT OUT REKT OUT REKT OUT🔥🔥,@MisterLink1837,2023-07-27 13:55:55+00:00,13,0
"tlg yaaa host nya ga profesional banget tlg di evaluasi seorang player di kacangin padhal player tersebut sumber kemenangan tim
spill aja kali yaa hostnya @monica & onic kairi di kacangin ga dikasih speech tdi malah Albert yg inisiatif agar kairi diajak bicara juga 
pkoknya host nya beda dri yg lain 
ini komplenan saya 
selama sya nonton mpl baru kali ini ada host yg ga profesional",@dikazz1153,2023-07-27 13:54:54+00:00,18,0
Kasian AE kena iklan investasi bodong😂,@ardyanfauzani9032,2023-07-27 13:54:38+00:00,106,0
5:05:54,@Sky-re9xp,2023-07-27 13:51:38+00:00,9,0
e,@Notreal.,2023-07-27 13:51:20+00:00,0,0
"selamat ONIC💛
 dan buat Alter Ego tdi hampir lagi yaaa,well done gais kalian udh keren bngt tdi,tapi mungkin memang belum rezeki nya,tetap semangat❤🖤,salam dari Sonic 😍💛",@vhey822,2023-07-27 13:50:21+00:00,30,0
P,@vivotandriani7217,2023-07-27 13:50:20+00:00,0,0
4:14:31 Woiii 😂😂😂.,@gladlee7520,2023-09-08 06:44:05+00:00,1,0
"what ""AN"" epic comeback, ranger emas..😑",@arfiarifazmi,2023-08-19 12:57:44+00:00,0,0
5:29:38 lucu kali lah kakak rambut biru ini,@hagi673,2023-08-01 10:39:17+00:00,3,0
04:14:31   perfec transisi,@michaelis2319,2023-07-30 05:57:16+00:00,1,0
2:28:22 😊,@abangwow6457,2023-07-29 16:57:50+00:00,1,0
1:32:17 doyok moment,@satriodynusa,2023-07-29 14:59:58+00:00,0,0
Lebih baik Sanz aja banned dari mpl,@normalgua,2023-07-29 13:57:36+00:00,0,0
Wah ganteng ganteng semua,@AdindaResty24,2023-07-29 08:20:01+00:00,0,0
LAWAK NGARET TIM PAPAN BAWAH SEMUA 😋😋😋,@samestories,2023-07-29 07:50:43+00:00,0,0
ROAR!,@eror03gaming51,2023-07-29 07:38:29+00:00,0,0
kok sekarang nggak ada mic check nya si?,@radjaalexa2625,2023-07-29 06:45:23+00:00,0,0
Mister bombastik boba fantastik,@wahyudwiromadhoni64,2023-07-29 06:41:18+00:00,0,0
"BA dewa, baju putih main hp mulu, dukung lah itu cantiks",@philipch93,2023-07-29 05:49:10+00:00,0,0
"3:08:55 Moment Kalo semua pokus tower bisa end tuh kayaknya, apalagi ada ulti glo buat tb",@arkaa8396,2023-07-29 05:32:22+00:00,5,0
"Nnael mikro nya emang ga ada obat, tapi kalo masalah ambil keputusan, Kairi jauh lebih bagus",@ashhhhh5413,2023-07-29 03:07:38+00:00,12,0
"Nunggu gamenya lama banget, begitu sdh main ternyata cm 10menitan gamenya.. makin gk jelas ML sekarang..",@joebonek4102,2023-07-29 03:05:33+00:00,0,0
"50:48 🥰✨
Yupi, The Spirit Girls B.A. EVOS 💙

54:09 😉👍
Pesan Semangat Dari Yupi (B.A. EVOS)
Untuk Pasukan 3 Tim MLBB Wanita

See You WSL New Season 7 ! ✨",@sandiprayoga2082,2023-07-29 01:42:57+00:00,5,0
"The King of comeback Evos legends . RRQ, AE skrg Geek. 
Next lawan rrq lawan yg berat tpi bismillah sukses selalu evos",@kiagus2709,2023-07-29 01:41:11+00:00,2,0
"49:27 🥰
Monica Kho, The Beauty Caster MPL ID

Beauty Girl All Over The World
I Could Be Chassin' But
My Time Would Be Wasted
They Got Nothin' On You Baby

< Bruno Mars - Nothin' On You >",@sandiprayoga2082,2023-07-29 01:40:43+00:00,0,0
Lucunya fans sebelah ngatain ONIC meskipun juara ESL hanya krn tim kesayangannya badut...,@frankysaragih,2023-07-29 01:34:43+00:00,1,0
"Bkn masalah bodyshaming,tapi tazz itu harus diet...klo badan gtu memengaruhi gerakannya.",@muhammadwahyudin4787,2023-07-29 01:00:24+00:00,0,0
DEWA CUMA DIJADIIN PELENGKAP MPL WKWKWKWKWKK😂😂,@ozetganteng8222,2023-07-28 23:30:53+00:00,0,0
Cuman rrrq yg bisa ngalahin onic #FAKTA.,@RizwarDede,2023-07-28 23:15:45+00:00,2,0
TEPOS 0 - 2 RRQ.,@Iqbal01583,2023-07-28 20:48:49+00:00,0,0
GG sih.evos lejen itu bikin dekdekkan astaga 😅,@IkbalMuhammad-q2e,2023-07-28 20:05:34+00:00,6,0
"Itu Fani si Rey, ngapain jir ga guna pas d Base putar puter gaje",@Calonviral_,2023-07-28 19:17:39+00:00,1,0
Evos klo gini mainnya bisa kalah 2-0 sama rrq. Jangan blunder aja kurangin terus banyakin hero pool,@키메렌시,2023-07-28 19:16:25+00:00,13,0
Onic lebih mengerikan TANPA ALBERT cek pertandingan kemarin waktu ada Albert...LEMBEK RASANYA,@Duniahari174,2023-07-28 18:42:12+00:00,1,0
Pen maen ny udh bagus si sayg lawan nha onic ajh,@nandanurizki1534,2023-07-28 18:09:05+00:00,1,0
Onic memang keras kebiasaan onic juara internasional jadi kuat gila dan BTR juga sama,@SahrulPakdin-gk2bv,2023-07-28 17:54:52+00:00,3,0
Shacooooooo PALEMBANG PUNYOOO,@davaariskullas1417,2023-07-28 17:49:18+00:00,2,0
kok drian ga main tank ya harusnya kan tank gantiin kiboy,@juicyyyy2426,2023-07-28 17:48:42+00:00,1,0
"4:02:05 👊🔥
ONIC 💛 Sang Juara ESL SPS Season 3
Setelah Awalnya Diraih MSC 2023

4:05:00 👏
ONIC 💛 Membalas Dendam
Sang Ratu Monster ERA 💚 GPX Basreng

Siap Datangkan Semangat
Di PLAYOFFS WSL New Season 7 🔥

SAVE TIMNAS BUMI GARUDA 🇮🇩

5:51:55 👊🔥
Eka Gustiwana X Junno - WE OWN THIS ✊",@sandiprayoga2082,2023-07-28 17:15:56+00:00,5,0
JABRANNNNNNNN,@bindingself,2023-07-28 17:15:02+00:00,0,0
Udalah geek kalian itu cuma pelengkap mpl wkwkwk. Ssstttt,@Gungwai,2023-07-28 16:49:03+00:00,1,0
Skrg ga ada mic check kah?,@LordGrim2310,2023-07-28 16:27:22+00:00,0,0
Mancing Mania Mantappp 😂😂,@ivanofficial.09,2023-07-28 16:05:08+00:00,0,0
nt dewa,@random-lu3pq,2023-07-28 15:55:44+00:00,0,0
Dewa udah keren banget kok pengen langsung lawan lord onic🎉😂 onic sih gas aja siapapun lawannya #GG ONIC NT DEWA 🎉,@BELAJAREDITINGPEMULA,2023-07-28 15:54:05+00:00,9,0
"sory, belinpendragon buat apa sih ?",@mir.minardi,2023-07-28 15:52:20+00:00,4,0
Waduh😅,@Marcheolus,2023-07-28 15:33:59+00:00,1,0
akai exp enak kah🗿,@noobiedesu4814,2023-09-24 18:07:31+00:00,0,0
Ini gimana sih alter ego 😂 beban sekali,@STAYPOLID,2023-08-23 04:42:11+00:00,0,0
Kalah.  Ban  manaa,@Muafi-vh1jc,2023-08-15 22:33:49+00:00,0,0
Ban. Join sakit,@Muafi-vh1jc,2023-08-15 22:32:52+00:00,1,0
Bagussa. Ban 😍,@Muafi-vh1jc,2023-08-15 22:32:18+00:00,0,0
"Dari evos sii kalau menurut saya...cuman tazz yg bagus mainya...dia temanya aja itu..,kalau tazz udh oke",@hartinoficial6305,2023-08-09 21:42:53+00:00,0,0
Aku dari tahun 2021 dukung rrq dong,@firdausabimanyu3090,2023-08-06 16:32:54+00:00,0,0
Yoyo,@SindaMaharani,2023-08-05 16:10:30+00:00,0,0
hh,@amandacutez6135,2023-08-05 10:24:53+00:00,0,0
Request kang menit,@AdiPutra-qh6ht,2023-08-05 05:08:11+00:00,0,0
Untuk vote aku ml biasa daripada m4,@firdausabimanyu3090,2023-08-04 17:09:31+00:00,0,0
hyp ae gak jelas,@dianputra8371,2023-08-04 16:22:37+00:00,0,0
MANA KEMARIN YG KOAR2 RRQ MENANG LAWAN ONIC KARNA GADA SANZ? BACOT NYET 😂 SKRG MAU ALASAN APA? GADA CW? NGELAWAK ANYING,@moviechanel5973,2023-08-04 14:43:20+00:00,0,0
b,@RezaArdiansyah12,2023-08-04 11:36:12+00:00,0,0
srmbagar,@RezaArdiansyah12,2023-08-04 11:36:03+00:00,0,0
😊😊😊,@iindwiwulandari,2023-08-04 07:57:11+00:00,0,0
"Bdoh bet, mau coba meta diggie faramis, tpi ter trigger bersamaan anjir... Miss kom atau panik kah",@muh.syahrilangmaulana7508,2023-08-03 10:29:52+00:00,0,0
Alter ego lawan bapak bapak awok awok,@KelvinWijaya-ny1lz,2023-08-02 18:33:18+00:00,0,0
Evos butuh coach😢,@AudreyyyySE,2023-08-01 18:20:20+00:00,0,0
konsisten selalu rrq,@sumanikhenzialvaro8319,2023-08-01 17:26:22+00:00,0,0
4:13 respect doyok,@muhammadikhsan2726,2023-08-01 16:03:10+00:00,0,0
Bahaya dari menit 4:12:27,@Guritno-m9d,2023-08-01 14:04:20+00:00,0,0
Game pertama serius skylar emblem tank..,@Harinuan,2023-08-01 10:13:38+00:00,0,0
4:13:11 wkwk doyok part 2,@nabiltangguh2249,2023-07-31 10:39:48+00:00,1,0
Alter ego go go home,@juliusvidian2030,2023-07-31 04:34:49+00:00,0,0
"Gila Naomi posisinya gak ketebak cok ngeflanknya gokil,kelass rrq #vivarrq",@Rafi_1,2023-07-31 01:21:44+00:00,2,0
sumpah dreams jawa ini apansi cok beban evos bgt goblog,@putrapratama1180,2023-07-30 18:12:12+00:00,0,0
Tazz sleep kah?,@ariefsatrio-l6s,2023-07-30 16:33:02+00:00,0,0
Tazz sleep kah?,@ariefsatrio-l6s,2023-07-30 16:32:57+00:00,0,0
"Nt alterego,
Celiboy mode sad sih ini",@ebyprasetyo8546,2023-07-30 15:26:11+00:00,1,0
"Orang lain yg maen jgn elu yg ribut yg sewot GW INGETIN setiap org bebas mendukung tim mana aja, klo tim dukungannya kalah, ya terima aja gausah saling menghujat klo emg lu bukan bocah",@rrzrzz4898,2023-07-30 11:49:02+00:00,0,0
Emang boleh ya rrq v evos  sekeren ituu  !! 🎉🎉,@IcaClayfor,2023-07-30 09:29:26+00:00,0,0
4:13:13 🖕🏻😎🖕🏻,@azizanggono8563,2023-07-30 09:22:30+00:00,1,0
"Nti ada lg evos vs rrq lg...smoga nti RRQ lbh baik lg..smngat buat RRQ...trutama jgn sling mnhujat jika ada team yg klah..respect buat smua team..kalh menang gw sllu dkung team RRQ pas msih season awal ada tuturu,marsha,,dave,instict,lemon..slam kingdom..#viva RRQ..klian the best team tnjukin klian team trbaik..",@DonzColz_88,2023-07-30 09:03:25+00:00,0,0
4:13:14 🤞,@Deylnn89,2023-07-30 08:47:58+00:00,1,0
Pokee,@titann.adiprasetya3821,2023-07-30 08:32:59+00:00,0,0
P,@andremukhlisin1178,2023-07-30 08:29:31+00:00,0,0
Pemain baru alter ego beban,@MuhammadKhoiron-g4l,2023-07-30 07:44:49+00:00,0,0
Kplintir dikit panikkkk,@reyg4nz795,2023-07-30 07:09:59+00:00,0,0
Liat iron Hook audytzy pas aura vs rbl game 2,@Playtzy,2023-07-30 06:54:35+00:00,0,0
biasakan nonton evos sampe selesai 🤓,@XDeimos,2023-07-30 06:38:18+00:00,0,0
Ajg 6 jt viewers,@so_sopping9958,2023-07-30 06:10:20+00:00,0,0
udah ga ada mic check?,@DekAri505,2023-07-30 06:05:16+00:00,0,0
Bagi fans rrq kita jangan sombong dlu karna win strek tunggu menang mpl ja kita boleh sombong,@rahman9680,2023-07-30 05:45:56+00:00,1,0
"AElaaaaaaaah, ampas. Badut badut semua fansnya 😂😂😂😂",@busysloth138,2023-07-30 05:37:25+00:00,0,0
AE pas ada REKT lngsng drop say,@pujiyopuji3993,2023-07-30 05:33:53+00:00,0,0
7:13:08 intinya tim apapun yang di pilih pulung 75% lose,@yor_rex,2023-07-30 05:30:23+00:00,4,0
Bane misterius,@bryanledoh4455,2023-07-30 05:17:47+00:00,2,0
HAlooo,@TataaSanjaya,2023-07-30 05:10:22+00:00,0,0
Bsok rrq jadi ampas d tangan btr,@mahanipulukadang9330,2023-07-30 05:04:47+00:00,0,0
Siap2 evos akan bercerita sejarah m1,@abdrohman2078,2023-07-30 04:57:27+00:00,1,0
4:13:13 momen doyok,@wahyugagah-sm5ym,2023-07-30 04:54:45+00:00,2,0
7:30:35 tazz the real pria misterius,@ahmadiman06,2023-07-30 04:45:59+00:00,8,0
Rrq evos seru bngt game nya,@syahrilzz,2023-07-30 04:37:21+00:00,0,0
"Dek pems dek pems, lu taunting 🤫 karna menang di game 1 itu pertanda kekalahan, ga sadar diri dr season 11 dek dek tepos pems ini selalu kalah kalo udh taunting game 1 wkakakaka",@BinanDirian,2023-07-30 04:26:14+00:00,0,0
jijik bat liat player 100jt maen,@ZhoroOfficial,2023-07-30 03:40:22+00:00,0,0
Celiboy camat aja...ya,@safaimam5467,2023-07-30 03:29:22+00:00,0,0
EVOS TETAP GOBLOK YAH DI MATA RRQ,@adamsheva7,2023-07-30 02:54:23+00:00,0,0
Rawww suaranya jadi meong,@supyanichannel8220,2023-07-30 02:51:11+00:00,0,0
Gila 6 JT yg ntton,@achmadarifin4807,2023-07-30 02:44:40+00:00,0,0
4:13:11,@henzz444,2023-07-30 02:28:57+00:00,2,0
Kasian Tazz,@stevenhiu9138,2023-07-30 02:13:37+00:00,0,0
RRQ harus menang,@komangyoga4561,2023-07-30 01:56:38+00:00,0,0
https://youtube.com/@Moonton891,@zuhri446,2023-07-30 01:53:51+00:00,0,0
Karena mereka lebih sabar dalam melakukan serangan,@G1Santang,2023-07-30 01:39:12+00:00,0,0
Gue cakap apa rrq pasti mng,@G1Santang,2023-07-30 01:38:42+00:00,0,0
What trending 1 wah kingdom sama fams best kalii,@superrhero258,2023-07-30 01:08:28+00:00,0,0
"RRQ VS EVOS 🧡💙

DRAFT PICK GAME 1.  6:13:11 
IN GAME.  6:26:22 

DRAFT PICK GAME 2.  7:01:20 
IN GAME.  7:10:47 

DRAFT PICK GAME 3.  8:04:14 
IN GAME.  8:13:55",@edsaptra,2023-07-30 01:05:12+00:00,20,0
TEVOS BADUT SOSOAN NGELAWAN RRQ,@WawanGunawan-vw5fn,2023-07-30 00:46:50+00:00,1,0
PUR TEVOS 2-1 BIAR LAMA LIVENYA,@WawanGunawan-vw5fn,2023-07-30 00:46:16+00:00,1,0
Belum juga lawan BTR jonn,@ahafidz6061,2023-07-30 00:34:17+00:00,0,0
"Njir suara komentator nya ganggu bener, santai aja si bro  ngomongnya",@kipliramadhan3567,2023-07-30 00:22:25+00:00,0,0
Kembalikan ferxick kmi😅😅,@muhammadfadyl3724,2023-07-30 00:19:10+00:00,0,0
Di gendong mnyamar ko bangga,@archanlorenza9417,2023-07-30 00:09:04+00:00,0,0
Pasti rrq no 1,@AchmadLana-xx5oi,2023-07-30 00:07:44+00:00,0,0
"Cieee giliran klh gk koar² ni oknum sebelah, malah sok²an respect.. klo menang aja, beehhh komenannya pedes²😂",@VailNotFail,2023-07-30 00:05:59+00:00,0,0
Njir 6 jt ditonton 🥶,@Mr_Bagas80,2023-07-29 23:56:49+00:00,0,0
Momen celi 3:51:36 😂,@Kulkaslistrikbabi,2023-07-29 23:56:49+00:00,1,0
"GG RRQ, nt evos",@yofan.aryadita.32,2023-07-29 23:56:14+00:00,0,0
"KINGDOM:TIDUR NYENYAK
FAMS:NANGIS NGADU KE EMAK😭
SONIC:SANTAI DULU GA SI",@HaFi-uk3jd,2023-07-29 23:55:28+00:00,0,0
Evos kenapa ya gamau mainin si dlar ? Kasian njirr camat udah berapa season,@anggafaturohman5579,2023-07-29 23:51:18+00:00,0,0
Kimura mental aman?,@Kulkaslistrikbabi,2023-07-29 23:48:32+00:00,0,0
Famss mana ni yg blg ppq kalah 21 malah comeback,@dyttuiioooskaja,2023-07-29 23:19:09+00:00,0,0
Celi celi kasihan CEOnya,@ninosinosino4152,2023-07-29 23:06:44+00:00,1,0
"Ini baru game, RRQ dan EVOS sama2 gila",@lazark1571,2023-07-29 23:04:52+00:00,0,0
Arachi kingdom sejati,@kusairikusairi6903,2023-07-29 22:48:41+00:00,1,0
GG rrq,@Euron932,2023-07-29 22:37:52+00:00,0,0
